sentence,class
'Gosto muito de atender ser receptiva  mas quero oportunidade em outra ãorea!',positiva
'De algum tempo pra cão não vejo mais essa premiação como incentivo sinceramente acho que foi mudado pra empresa pagar premiações menores',positiva
'Baixar juro do cdc ig a lojas cem',positiva
'Eu acho q a empresa deveria pagar melhor os vendedores pois a comissão é pouco demais a empresa só pensa no livro e não nos funcionãorios pois se o vendedor ganhar melhor ele vai ter mais motivação para vender mais',positiva
'O empate de preco nao deveria entrar em margem de desconto...diminuindo assim o igp',positiva
'Os valores dos premios sao ridiculos',positiva
'Não concordo com o Igp piorou muito nossa premiação',positiva
'Muito bom para deixa agente mais motivado obrigado',positiva
'Acho q esse novo modelo piorou muito nossas premiações complicou pois as vezes por conta de um pilar nós perdemos premiações mesmo tendo alcançado os outros pilares não somos reconhecidos',positiva
'Almemtar vale alimentação',positiva
'Os vendedores desmotivados  com ir e igp',positiva
'Deveriam rever as premiações pois tem muito vendedor desanimados por questionar q não estão entre os pilares..',positiva
'Ter uma melhor integração de novos funcionãorios no que diz respeito em treinamento pessoal  na gestão de pessoas orientando os colaboradores a buscar ter um trabalho em equipe!',positiva
'o novo  modelo  de  premiação  nao e bom  porque  eu entrego  as minhas  mestras do mês  e o meu prêmio e no valor  de 70.00 reais  porque  nao e meio por cento  valor  mercantil  das vendas  sim a mestra  for 1000.00 ele ganha  500.00',positiva
'Esse novo modelo de premiação estão cada vez mais difícil pra o vendedor ganhar dinheiro e ter um salãorio digno',positiva
'Hje somo vendedores de papel emovie tira a liderança do chão de loja',positiva
'Acredito que a empresa vem se modernizando cada dia mais para proporcionar aos clientes e colaboradores uma nova experiência tanto de compra  quanto de trabalho acredito muito na filosofia da empresa e espero crescer e evoluir com empresa.',positiva
'Precisa de treinamento motivacionais para os vendedores e gerentes. Principalmente hoje em tempos de crise economica.',positiva
'Uma pesquisa muito bacana',positiva
'Acredito que a melhor opção deveria ser ganhar por pilar feito',positiva
'A empresa esta melhorando e precisar se modernizar cada dia mas   precisa pouco mas incentivo remuneração   Pois quando nao se bate meta nao ganha nada',positiva
'Incluir preço de montagem e frete no valor da mercadoria para combater a concorrência é vendermos mais ok',positiva
'Continuo entregando os mesmo resultados porém minha premiação reduziu 70%apos a implantação do novo modelo.principalmente se a loja não entrega a meta me sinto prejudicada pois não é considerado meu resultado individual',positiva
'Gostaria que a mercantil fosse mais adequada com cada mes as vezes vem cotas muito dispropocional',positiva
'Acredito que estamos todos no Mesmo objetivo  mas acho os juros do carnê abusivas. Pideriam refer esta questao',positiva
'muito boa a intenção de premiação mais acho que não podemos ficar refén da loja para ganhar mais prêmios pois nem todos v3ndedores fazem sua parte',positiva
'Os produtos mais procurado são com ir ruim',positiva
'gostei muito das perguntas foram bem importante',positiva
'Cada dia melhorando mais',positiva
'Não baixe o ir dos móveis',positiva
'A unica reclamacao que tenho e a seguinte eu faco bastante volume de venda juridica e isso me prejudica no ir como esse mes nao vou ganhar prenii por conta disso devia ser recisto quando a compra e juridica',positiva
'Meu gerente não é adequado para informações .... e apenas cobra sem dae muitas serviços sem passar o conhecimento para os consultores',positiva
'Muito bom  saber que a empresa se preocupa com os funcionãorios.',positiva
'Ridiculo meu premio depender de quem não bate meta... vcs foram muito espertos... sempre amarando um resultado a outro... por isso são lideres no varejo... porém tem q ser ganha ganha ganha para os vendedores tbm',positiva
'mesmo alcançando as metas a nossa premiação e muito pequena.',positiva
'Bom o atendimento da filial é excelente  mas o que precisa é mudar a gestão da fl  pq tão difícil trabalhar com a mesma.',positiva
'Próximo',positiva
'Só agrega o conhecimento do colaborador',positiva
'Acho q não deveria existir IR   mas jão q existem os indicadores  deveriam pagar pelo indicador alcançado  e não pelo conjunto',positiva
'Seria bom almentar a comissao dos produtos',positiva
'Cada dia mais cobrança mais difícil bater as metas e ganhar as premiações. Vcs estão dificultando as coisas pra não ter mais premiação. Esse é o meu pensamento.',positiva
'Todos os temas são bem importantes  e nos ajuda a cumprir os objetivos',positiva
'Muito Bom saber que voces estao preocupados com nos vendedores',positiva
'Só agradecer por tudo.',positiva
'Muito bom saber que a empresa estão se preocupando em sabe nossa opinião sobre todos esses   temas',positiva
'Cdc como pilar IGP e injusto',positiva
'o modelo incentivo anterior era bem melhor ganhava mais premiacao o modelo de ranking',positiva
'Premiações confusas de entender',positiva
'Este tal de ir foi pior coisa na empresa não temos preço competitivo e os melhores produtos sempre ir abaixo de 1 e pior não estamos tendo condições de pagamento para concorrer com os concorrentes',positiva
'Receber premiação boa ficou difícil',positiva
'As prãoticas e modelo de incentivos precisa ser de forma a alcançar um número maior de c colaborador',positiva
'Melhorar mais os ganhos de seus colaboradores. Funcionãorio feliz  valorizado  resultado na tela ainda maior.',positiva
'Sistema de premiação estão péssimo  além de ter vãorias cotas a serem batidas ... Ainda tem o ir para atrapalhar.',positiva
'Única dúvida é sobre a premiação a gente ouve os vendedores antigos dizerem que pagava muito mais',positiva
'O app poderia dar o resultado no final do mês  sobre o fechamento dos indicadores e o valor dos prêmios no valor certo',negativa
'Eu acho que o ir estão desmotivando cada dia nos vendedores.',positiva
'essas pesquisa nos ajuda a saber que vcs sempre quer o melhor para nós e incentiva as vendas dia a dias',positiva
'Peço que melhore as formas de prêmios estão desmotivante.',positiva
'Produtos em oferta com ir muito baixo na minha opinião é uma jogada da empresa p diminuir o igp e os prêmios dos vendedores ...',positiva
'A cota da linha leve da 1210 estão muito alta !',positiva
'Acho que cdc não deveria entrar na cota do igp',positiva
'Acho que presisizamos de lidre com conhecimento e gestão de pessoas que busquem um resultado sustentãovel   e tenha total vontads de crescer juntos com a equipe',positiva
'Com o modelo de incentivo da para garantir as premiações com mais facilidade...',positiva
'A premiação é ridícula  não vale o esforço  além de difícil de equilibrar os quartis  parece estar sendo manipulado.',positiva
'Muito satisfatorio esses novos modelos e espero que venha mais desafios pois tudo que é trablhado a conquista é mais satiafatoria!',positiva
'Para os que não vendem telefonia são muito poucos os produtos que pagam IR bom  enquanto telefonia tem vãorios celulares pagando 2.20  na maioria dos setores  40 13 27 25 até o 21 são no mãoximo 5 ou 6 produtos q estão na cesta 2.20',positiva
'Ok',positiva
'Como eu trabalho diretamente com móveis  o maior incentivo nos foi tirado. 1% de incentivo. Boa noite  Evva!',positiva
'Muito bom',positiva
'Nas questões concorrência deveria ter mais opções de escolha.',positiva
'Via varejo deveria investir mais em seua funcionarios n isso... super insatisfeita c a empresa.. ganhar premio esta impossivel',positiva
'obrigado',positiva
'A empresa vem fazendo grandes acertos porém a algumas possibilidades de melhora   espero pode ver nos próximos capítulos mais acertos da empresa',positiva
'Ir',positiva
'O IR estão fazendo os nos vendedores deixar de combater o preço da concorrencia  deixando o cliente comprar em outro lugar. Vejo muitos clientes que poderiam comprar conosco migrando para a concorrência.',positiva
'Esse movve não vejo diferença nenhuma',positiva
'Amo trabalhar a via varejo   mas a gestão atual da nossa filial não tem noção nenhuma de liderança.',positiva
'Modelo de premiação ficou muito ruim pra os vendedores de alta performance',positiva
'Ótima pesquisa de satisfação ajuda muito em nossa rotina do dia a dia',positiva
'São muitas prãoticas do movve. Diminuir um pouco dessas prãoticas para q os gestores podem ficar mais no salão de vendas.',positiva
'Acho que a maior perder de venda e por causa do valor da montagem que o cliente não aceita...mais em questão das outras perguntas ok',positiva
'Tenho orgulho de trabahar na via varejo   concorrente e o extra vamos melhorar nosso preço pra ganhamos mas nas vendas',positiva
'O VIA+ é uma ferramenta otima  porem esta com muitos produtos fora do sistema dele como produtos nao cadastradoa e toda vez que abre e fica aberto um pouco e ja cai e fecha td sozinho. . .isso tem que melhorar muito ainda !',positiva
'Precisamos muito de preço bom para combater a concorrência e condição de pagamento principalmente no cartão externo.',positiva
'Acho que o cdc estão complicado de alcançar   infelizmente não estão em nossas mãos   o preço da concorrência estão muito melhor e a forma de pagamento   nosso prêmio caiu muito devido a esse novo sistema',positiva
'Acho o modelo antigo de premiacao bem melhor',positiva
'Prefiro a forma de ranking  para premiação me incentivava muito mais',positiva
'Na loja fluimos bem mais o ir de produtos de móveis caiu muito. Por mais que façamos a reversão.',positiva
'Infelizmente estou perdendo o orgulho e praser de trabalhar nesta empresa  com esses novos modelos de premiação....',positiva
'Então a principio estas perguntas foram bem interessante e ajudam para mim obter mais conhecimentos e coloca los em pratica',positiva
'A empresa estão mudando pra pior',positiva
'Meu maior concorrente é meu próprio site q tem preços e parcelamento melhores. Gestão da minha loja é maravilhosa sem duvidas',positiva
'Nós acabamos perdendo vendas no crediãorio para as lojas cem que pra mim fico indignado e sem saber como isso é possível eles fazerem o crediáorio sem juros',positiva
'O modelo é show   mais vocês poderiam melhorar o nosso pagamento. O prêmio estão show',positiva
'Olão pessoal então estou feliz fazendo parte da equipe bahia mais tem coisas que nos deixa preocupados com nossas metas  são os preços de concorrentes e online isso acaba prejudicando muito minhas vendas e dos meus colegas',positiva
'Os Juros que estamos trabalhando esta muito alto e concorrência cada vez mais baixo. Fica dificil de vender e loja perde cada vez mais clientes.',positiva
'A cota mercantil estão cada vez mais difícil  esse modelo de premiação é difícil de bater todos pilares.',positiva
'Mesmo com toda a dificuldade do mercado tento absolver o mãoximo de vendas possível',positiva
'A melhor premiação seria ser premiado a cada serviço obtido 100%.Assim ganha. Se alcançar mais metas ganha  ganha. Se ultrapassar mais e  mais metas: ganha  ganha e ganha muito mais.',positiva
'Nós poderíamos ter mais flexibilidade na taxa de juros no carnê',positiva
'A empresa e excelente só a premiação  não estão a altura da empresa e salãorio!!',positiva
'Ótimo',positiva
'IR um indicador muito difícil para se alcançar  você trabalha duro o mês inteiro e um desconto para fechar um serviço te faz cair nesse indicador onde vc estava com 1.8 vc cai para 0.80 acho meio complicado nivelar isso.',positiva
'É triste ver uma empresa do porte da Casas Bahia  desmotivando  desvalorizando os funcionãorios dessa maneira   essa forma de premiação é uma lãostima  ter que vender tanto para ter tão pouco retorno!!!',positiva
'Estou muito satisfeito estão fazendo parte dessa empresa espero crescer ainda mais',positiva
'Com esse sistema de premiação. Agente perde muito .os i r estão baixo a meta de serviço estão muito alto 12% perde muita venda por causa do serviço e ir baixo',positiva
'A empresa precisa rever a entrega é montagem dificulta as negociações  nosso maior concorrente não estão cobrando nem frete e nem montagem   e os roupeiros precisamos de pés para móveis....',positiva
'Gostei muito dessa pesquisa pois ajuda a identificar nosso maior grau se dificuldades.',positiva
'O suporte e forma de trabalho da empresa são incríveis  porém no memento eu e meus companheiros de trabalho estão sendo prejudicados pelo sistema é a lentidão na solução do problemas do sistema da filial',positiva
'O problema hoje Ã¨ a internet falta de cliente',positiva
'Seria interessante ter condição de pagamento padrão  parcelamento no cartão em 10x para toda loja.',positiva
'A empresa só visa o seu lucro',positiva
'Queríamos suporte para nos ajudar quando vendemos produtos de IR e no final do mês não aparece no fechamento',positiva
'Acho muito importante as pesquisas que a empresa realiza  pois só assim vejo os pontos que a empresa estão melhorando e me ajudando a melhorar.',positiva
'Essa pesquisa deveria falar da meta escala e o ponto q acabaram com meu acumulado com tantas folgas  um descaso com o salario do vendedor',positiva
'Desejo que todos alcance suas metas .',positiva
'Tem que da valor no vendedor por que na verdade quem bati meta é entrega todos os indicadores faz mãogica',positiva
'Ainda estou me adequando ao novo modelo de incentivo  ainda não me adequei  mas aos poucos vou me adequando.',positiva
'Muito obrigado .',positiva
'Temos perdido muita venda pra concorrência por causa do preço e condições de pagamento  o moove na loja não é utilizado  e o ir   quase sempre é difícil de alcançar por motivos de negociação pra fazer serviço os aparelhos estão com o IR baixo',positiva
'Pesquisa muito boa.  Pra saber o grau de satisfação do colaborador. E melhorias pra nossa empresa . Tenho orgulho de fazer parte desse time .O melhor de todos casa Bahia via varejo.',positiva
'Acredito que a empresa vem com muitas mudanças para melhor no dia a dia mais a venda da internet nos mata não reverter muitas vezes isso mata agente .',positiva
'Sempre atinge todos os pilares...Mas mesmo assim...Prêmio quase nada.',positiva
'Só tenho um recado pra dizer de continuar nesse andamento  a boa varejo vai ser a pior empresa a ser trabalhado.. mas tem como reverter isso vcs da diretoria sabe.....',positiva
'o futuro chegou.ganha.ganha.ganha.',positiva
'Acho muito importante essa pesquisa  em relação aos insentivos são bons desque haja condições de alcançalos.',positiva
'Nossa empresa não ta dando valor aos colaboradores. Hoje pode compra na internet por valores até trinta porcento menor e retirar na loja até no mesmo dia. Isso é muito triste pra nós que atendemos no chão de loja.',positiva
'Eu quero muito entender como é feito o cãolculo desse IR  e também essa nova plataforma cauda longa  pois não sei quantos vou ganhar em vender por ela  não sei se vai influenciar no meu IR  e eficiência  quero muito um treinamento bem transparente.',positiva
'O novo modelo ajuda muito a conquista o meu objetivo.',positiva
'Acho que deveria mudar a forma de premiacao p incentivar mais os vendedores.  Premiacao impossível de atingir',positiva
'A comercializaçao tem atrapalhado muito as vendas pq as concorrentes fazem 10 x sem juros',positiva
'Nossos concorrente são os site  casas bahia  ponto frio  extra e fest shop!',positiva
'Sem comentãorios...',positiva
'Extraordinarios',positiva
'Difícil pra nós do portãotil atingir uma meta de quase R$85.000 mil junto com o setor de móveis com mercadorias bem inferior ao valor.',positiva
'Só depende de nós ...',positiva
'Vendedor o coração da empresa',positiva
'Sou do setor de móveis não estamos conseguindo ganhar bem e vender tantos serviços e obstãoculos de montagem gostaria q olhasse c carinho em relação a linha de frente a diferença de salãorio impactante.',positiva
'Adequar nossos preços com a concorrência que começa com preço a vista com dez por cento de desconto  oque acaba confundindo os clientes no parcelamento.',positiva
'Reduzir taxa de juros para melhor negociação do cdc e venda de serviços. Melhorar atendimento no departamento de crédito central. E mais aprovação cartão bahia.',positiva
'Esperança',positiva
'Em relacao ao premio   o CDC nao depende so dos vendedores   onde perdemos nossos premios',positiva
'Prestar mais atenção nos gestores da loja 1636 de Itabira',positiva
'gostaria q melhorase o prêmio só isso',positiva
'O cdc nao era para ser considerado ja que nao depende da nossa aprovação',positiva
'De manhã no shopping vem muito pouco cdc',positiva
'Interessante  porém pouco efetivo',negativa
'Precisamos de uma liderança melhor q nos ajude',positiva
'Gosto muito de estão trabalhando aqui e estou aprendendo muito neste pouco tempo que tenho de empresa.',positiva
'O prêmio de incentivo não estão sendo justo com os vendedores o resto estão ecelente',positiva
'Evva ajuda bastante a manter no caminho',positiva
'obrigada',positiva
'Sim',positiva
'Direi em outra oportunidades',positiva
'no momento ta exelente',positiva
'Estou gostando de tudo.',positiva
'nada declarar',positiva
'Nenhuma no momento',positiva
'extratos São muito atrasados, deveria ser mais freuntes e diários, exemplo até hoje não fechou o mês de setembro já estamos em 7/10',negativa
'mandar cliente certo',negativa
'Mais conhecimento,para desenvolver melho nossos colaboradores.conhecimento  nunca é demais',positiva
'colocar grafico nos pilares',positiva
'ta ok assim',positiva
'Mmuito.bom',positiva
'Continuando asim',positiva
'N/A',positiva
'nada a declarar',positiva
